,name,rating,sub_region,year,"price, kr.",light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,kompas,kompas2
1238,Altadonna Chianti Classico ,3.7,Chianti Classico,2012,129 ,0.440866,0.5701350000000001,0.090388,0.5838450000000001,Chioccioli,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1239,Flori Barolo ,3.8,Barolo,2012,204.96 ,0.5752700000000001,0.713816,0.0,0.7890229999999999,Araldica,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1240,Barolo Rocche dell'Annunziata ,4.5,Barolo,2012,536.90 ,0.583409,0.7715879999999999,0.09755000000000001,0.7915810000000001,Renato Ratti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1241,Bricco Pernice Barolo ,4.0,Barolo,2012,584.34 ,0.627161,0.7759269999999999,0.0591923,0.825,Elvio Cogno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1242,Barolo Bricco San Pietro ,3.8,Barolo,2012,255 ,0.591812,0.795022,0.0,0.825,Ruggeri Corsini,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1243,Le Gramolere Barolo ,4.0,Barolo,2012,399 ,0.6085100000000001,0.701165,0.032452699999999994,0.7999639999999999,Manzone,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1244,Terragnolo Primitivo Salento ,4.0,Salento,2012,125 ,0.6637350000000001,0.20057,0.403665,0.08911300000000001,Apollonio,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1245,Belpasso Rosso ,3.5,Veneto,2012,99 ,0.615595,0.37292299999999995,0.218109,0.228518,Allegrini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1246,Toscana Torrione ,3.8,Toscana,2012,159.95 ,0.46746299999999996,0.41070500000000004,0.06299640000000001,0.446164,Petrolo,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1247,Merlot Selezione di Famiglia ,3.1,Friuli Grave,2012,90.52 ,0.523494,0.41091900000000003,0.151627,0.174834,Fantinel,semi light,semi smooth,semi dry,soft,Friuli-Venezia Giulia,North,North-east
1248,Uceline Monferrato Rosso ,4.0,Monferrato,2012,169.01 ,0.64902,0.469105,0.178626,0.31973,Cascina Castlet,semi bold,semi tannic,semi dry,semi soft,Piemonte,North,North-west
1249,Renaia Rosso ,4.5,Umbria,2012,299 ,0.621116,0.382656,0.07090830000000001,0.401548,Morami,semi bold,semi smooth,dry,semi soft,Umbria,Central,Central
1250,Amaë Volpaiole ,4.5,Toscana,2012,418.92 ,0.5347,0.431145,0.05919089999999999,0.460818,Fuori Mondo,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
1251,Nastagio Brunello di Montalcino ,4.2,Brunello di Montalcino,2012,290.49 ,0.475891,0.534533,0.0520604,0.584759,Col d'Orcia,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1252, Barbera del Monferrato Superiore ,4.1,Barbera del Monferrato Superiore,2012,325 ,0.636053,0.237621,0.0,0.614814,Tenuta Tenaglia,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
1253,Toscana Palafreno ,4.5,Toscana,2012,857.55 ,0.483072,0.466518,0.0172471,0.466268,Querciabella,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1254,Barolo San Giuseppe ,4.0,Barolo,2012,193.66 ,0.6056779999999999,0.7763840000000001,0.0,0.797316,Pecchenino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1255,La Rosta Amarone della Valpolicella Classico ,4.1,Amarone della Valpolicella Classico,2012,335 ,0.825,0.19570900000000002,0.4161600000000001,0.20116,Degani,bold,smooth,semi sweet,soft,Veneto,North,North-east
1256,Quarto Vecchio Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2012,381.14 ,0.825,0.26895,0.510373,0.163494,Il Canovino,bold,smooth,sweet,soft,Veneto,North,North-east
1257,Fanòi Primitivo ,4.5,Puglia,2012,385.87 ,0.6540260000000001,0.18684599999999998,0.340756,0.0704796,Cantele,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1258,Mithas Valpolicella Superiore ,4.2,Valpolicella,2012,536.30 ,0.497661,0.29129,0.126552,0.5341940000000001,Corte Sant'Alda,semi light,semi smooth,dry,semi acidic,Veneto,North,North-east
1259,NC (Non Confunditur) Toscana ,3.8,Toscana,2012,114.02 ,0.451251,0.406413,0.004996200000000002,0.42279200000000006,Argiano,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1260,Fornace Brunello di Montalcino ,4.4,Brunello di Montalcino,2012,704.26 ,0.5139549999999999,0.595242,0.0430323,0.632277,Le Ragnaie,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1261,Poggio Lombrone Sangiovese Riserva Montecucco ,4.0,Montecucco,2012,208.56 ,0.504527,0.48754600000000003,0.0346232,0.503283,ColleMassari,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1262,Poggiassai Toscana ,4.0,Toscana,2012,215 ,0.49762500000000004,0.446314,0.08980199999999999,0.416683,Poggio Bonelli,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1263,Grosso Sanese Chianti Classico ,4.2,Chianti Classico,2012,256.98 ,0.4644,0.500203,0.11760999999999999,0.585495,Podere Il Palazzino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1264,Cerretta Barolo Riserva (Vigna Bricco) ,4.6,Barolo,2012,823.07 ,0.601766,0.8211620000000001,0.034362500000000004,0.825,Elio Altare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1265,Coralto Nero d'Avola ,3.6,Sicilia,2012,180.83 ,0.7695820000000001,0.42125500000000005,0.224637,0.165993,Curatolo Arini,bold,semi smooth,semi dry,soft,Sicilia,South,South
1266,Madér Garda Classico Rosso Superiore ,4.2,Garda,2012,135.30 ,0.6300140000000001,0.402089,0.23025500000000002,0.294462,Selva Capuzza,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1267,Castrum ,4.1,Rosso Veronese,2012,235 ,0.594473,0.37071999999999994,0.159273,0.37882,Paolo Cottini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1268,Valpolicella Classico Superiore Colforte ,3.8,Valpolicella Classico,2012,81.19 ,0.4,0.235377,0.09794499999999999,0.535685,Bolla,semi light,smooth,dry,semi acidic,Veneto,North,North-east
1269,Pietrose ,4.6,Toscana,2012,411.04 ,0.441081,0.34488100000000005,0.0,0.40443399999999996,Talosa,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1270,Modus Toscana ,3.9,Toscana,2012,225.77 ,0.485516,0.39651800000000004,0.0398459,0.42305,Ruffino,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1271,King Arthur Provincia di Pavia Rosso ,3.9,Provincia di Pavia,2012,145 ,0.6677160000000001,0.38989199999999996,0.166755,0.25287299999999996,Fattoria Cabanon,semi bold,semi smooth,semi dry,semi soft,Lombardia,North,North
1272,Jèma Corvina ,4.2,Verona,2012,141.52 ,0.6177760000000001,0.36586599999999997,0.193228,0.236674,Cesari,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1273,Le Bambole ,4.0,Chianti Classico,2012,598 ,0.48207099999999997,0.590157,0.094124,0.6167929999999999,Azienda Agricola Il Palagio,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1274,Terrestre ,4.7,Toscana,2012,997.97 ,0.549009,0.373412,0.0,0.406156,Torciano,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
1275,Rededition Sassella ,3.7,Valtellina Superiore,2012,185 ,0.590473,0.702517,0.0680913,0.7472920000000001,Plozza,semi bold,tannic,dry,acidic,Lombardia,North,North
1276,Nero ,4.0,Salento,2012,236.64 ,0.825,0.463571,0.274344,0.235763,Conti Zecca,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
1277,Ravera di Monforte Barolo ,4.1,Barolo,2012,425 ,0.630942,0.674158,0.0,0.788656,Ferdinando Principiano,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1278,Fralù Langhe Nebbiolo ,3.8,Langhe,2012,320.29 ,0.541698,0.7603260000000001,0.03400980000000001,0.765392,Bruno Rocca,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1279,Vigna del Ciliegio Dogliani Superiore ,3.9,Dogliani,2012,119 ,0.587108,0.401667,0.123971,0.332059,Boschis Francesco,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
1280,Madér Garda Classico Rosso Superiore ,4.2,Garda,2012,135.30 ,0.6300140000000001,0.402089,0.23025500000000002,0.294462,Selva Capuzza,semi bold,semi smooth,semi dry,semi soft,Lombardia,North,North
1281,Is Solinas Isola dei Nuraghi ,4.0,Isola dei Nuraghi,2012,155 ,0.825,0.39366300000000004,0.232223,0.233421,Argiolas,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
1282,Monguglielmo Monforte ,4.1,Monferrato,2012,189 ,0.6110800000000001,0.383679,0.144176,0.18767,Diego Conterno,semi bold,semi smooth,dry,soft,Piemonte,North,North-west
1283,Crearo della Conca d'Oro ,3.9,Verona,2012,103.91 ,0.6107100000000001,0.323085,0.185051,0.25490100000000004,Tommasi,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1284,Opheliah Maria Bolgheri Superiore ,4.7,Bolgheri,2012,538.44 ,0.696944,0.7829630000000001,0.122963,0.528981,Tenuta Argentiera,bold,tannic,dry,semi acidic,Toscana,North,North-west
1285,Torraia ,4.5,Toscana,2012,342.64 ,0.459493,0.292138,0.09402200000000001,0.409167,Luiz Barichello,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1286,Rafaèl Valpolicella Classico Superiore ,3.8,Valpolicella Classico,2012,139 ,0.412249,0.258937,0.14338599999999999,0.524678,Tommasi,semi light,smooth,dry,semi acidic,Veneto,North,North-east
1287,Solengo ,4.2,Toscana,2012,500 ,0.503184,0.399897,0.07788600000000001,0.407316,Argiano,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1288,Bucciarelli Chianti Classico Riserva ,3.9,Chianti Classico,2012,145.25 ,0.45557699999999995,0.537131,0.061733899999999994,0.619786,Antico Podere Casanova,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1289,Tageto Rosso ,3.4,Costa Toscana,2012,179 ,0.470677,0.343461,0.0393461,0.422472,Donna Olimpia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1290,Brunate Barolo ,4.5,Barolo,2012,4078.79 ,0.575856,0.720124,0.123704,0.794777,Giuseppe Rinaldi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1291,Amarone della Valpolicella Il Vino Degli Dei ,4.2,Amarone della Valpolicella,2012,207.63 ,0.825,0.217848,0.469321,0.19587900000000003,Bottega,bold,smooth,sweet,soft,Veneto,North,North-east
1292,Valle Cupa Salento ,4.0,Salento,2011,149 ,0.825,0.43552799999999997,0.331545,0.225437,Apollonio,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
1293,Barolo Fossati ,4.1,Barolo,2011,550 ,0.5893269999999999,0.722933,0.055239899999999995,0.742642,Borgogno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1294,Riserva Vino Nobile di Montepulciano ,4.3,Vino Nobile di Montepulciano,2011,138.39 ,0.470161,0.606613,0.16252300000000003,0.636598,La Casella,semi light,semi tannic,semi dry,acidic,Toscana,North,North-west
1295,Barbera D'Alba Superiore ,3.8,Barbera d'Alba,2011,165 ,0.534837,0.24723299999999998,0.004798200000000002,0.641452,Oddero,semi bold,smooth,dry,acidic,Piemonte,North,North-west
1296,Arione Riserva dell'Ulivo Barolo ,4.4,Barolo,2011,500 ,0.663378,0.7918729999999999,0.0,0.7813169999999999,Gigi Rosso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1297,Brunello di Montalcino  Riserva ,4.6,Brunello di Montalcino,2011,540.02 ,0.462375,0.490695,0.040291600000000004,0.573758,Altesino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1298,Roccamora Negroamaro ,3.5,Nardò,2011,109 ,0.76858,0.365856,0.28142,0.253851,Schola Sarmenti,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
1299,Barolo Riserva del Fico ,4.6,Barolo,2011,532.66 ,0.478312,0.777511,0.0,0.803896,E. Molino,semi light,tannic,dry,acidic,Piemonte,North,North-west
1300,Lieros Isola dei Nuraghi ,4.6,Isola dei Nuraghi,2011,1575.41 ,0.784687,0.315938,0.29625,0.17718699999999998,Carboni,bold,semi smooth,semi sweet,soft,Sardegna,West,West
1301,Collina della Vedova Barbera d'Asti Superiore ,4.0,Barbera d'Asti,2011,219 ,0.5800139999999999,0.18596800000000002,0.0,0.537675,Alfiero Boffa,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
1302,Campo del Prete Brunello di Montalcino ,4.6,Brunello di Montalcino,2011,540.44 ,0.456214,0.546406,0.0417772,0.607122,Poggio Rubino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1303,Ticona del Vino Primitivo di Manduria ,4.6,Puglia,2011,245 ,0.652556,0.22072199999999997,0.400833,0.0086666,,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1304,Petraia ,3.8,Toscana,2011,190.31 ,0.509264,0.454463,0.097512,0.419942,Uggiano,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1305,Quarto Vecchio Amarone della Valpolicella Classico Riserva ,4.7,Amarone della Valpolicella Classico,2011,1214.79 ,0.825,0.28146899999999997,0.461511,0.231554,Il Canovino,bold,smooth,sweet,semi soft,Veneto,North,North-east
1306,Poggio alle Mura Brunello di Montalcino ,4.2,Brunello di Montalcino,2011,195 ,0.485872,0.548385,0.060045,0.6027899999999999,Banfi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1307,Campogiovanni Brunello di Montalcino ,4.3,Brunello di Montalcino,2011,238.35 ,0.45462600000000003,0.537422,0.0733867,0.611101,San Felice,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1308,Message in a Bottle Rosso ,3.9,Toscana,2011,117.31 ,0.40419,0.323716,0.0271333,0.40976199999999996,Tenuta Il Palagio,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1309,Corte Bure Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2011,383.14 ,0.7492369999999999,0.177582,0.511849,0.178031,Monte Faustino,bold,smooth,sweet,soft,Veneto,North,North-east
1310,Paternum ,4.6,Calabria,2011,336.20 ,0.7951220000000001,0.403672,0.29902500000000004,0.269619,Tenuta Iuzzolini,bold,semi smooth,semi sweet,semi soft,Calabria,South,South-west
1311,Petrucci ,4.6,Orcia,2011,798 ,0.455782,0.356909,0.098644,0.434148,Podere Forte,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1312,Montefico Barbaresco Vecchie Viti ,4.7,Barbaresco,2011,1601.44 ,0.606318,0.731635,0.0,0.825,Roagna,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1313,Oreno Toscana ,4.2,Toscana,2011,599 ,0.506225,0.419206,0.07937200000000001,0.429904,Tenuta Sette Ponti,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1314,Pieve Santa Restituta Sugarille Brunello di Montalcino ,4.6,Brunello di Montalcino,2011,1020.45 ,0.49011000000000005,0.568985,0.07612999999999999,0.6285080000000001,Gaja,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1315,Graal Amarone della Valpolicella Valpantena ,4.6,Amarone della Valpolicella Valpantena,2011,353.73 ,0.8032389999999999,0.38427300000000003,0.265386,0.340125,Corte Figaretto,bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1316,Milleuve Marche Rosso ,3.7,Marche,2011,149 ,0.46358499999999997,0.37866999999999995,0.0494787,0.353181,Borgo del Tiglio,semi light,semi smooth,dry,semi soft,Marche,East,East
1317,Lama del Tenente ,4.5,Salento,2011,207.35 ,0.825,0.34070999999999996,0.342928,0.204377,Castel di Salve,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
1318,Rajamagra Taurasi Riserva ,4.2,Taurasi,2011,185.10 ,0.8084690000000001,0.42558500000000005,0.23877500000000002,0.219961,Vinosia,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
1319,Maroccoli Syrah ,3.9,Menfi,2011,249 ,0.8197450000000001,0.386866,0.277833,0.23724599999999998,Planeta,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1320,Freccia degli Scacchi Riserva ,4.6,Torgiano Rosso Riserva,2011,279.03 ,0.553499,0.464673,0.0455872,0.474183,Terre Margaritelli,semi bold,semi smooth,dry,semi acidic,Umbria,Central,Central
1321,Sator Gran Maestro Tintilia del Molise ,4.0,Tintilia del Molise,2011,305.39 ,0.4,0.363529,0.0,0.40759799999999996,Cianfagna,semi light,semi smooth,dry,semi soft,Molise,East,East
1322,Vignarionda Barolo Riserva ,4.6,Barolo,2011,525.33 ,0.631542,0.739297,0.105029,0.8061839999999999,Anselma Giacomo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1323,Pergole Vece Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2011,505.51 ,0.786262,0.23188099999999998,0.51553,0.22271000000000002,Le Salette,bold,smooth,sweet,semi soft,Veneto,North,North-east
1324,Tassinaia ,4.1,Toscana,2011,299 ,0.502249,0.40018,0.105322,0.42314799999999997,Castello del Terriccio,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1325,Barbaresco Camp Gros Martinenga Riserva ,4.6,Barbaresco,2011,599.80 ,0.600957,0.6777160000000001,0.0689267,0.814573,Marchesi di Gresy,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1326,Barbaresco Fausoni Riserva ,4.2,Barbaresco,2011,425 ,0.508876,0.6575690000000001,0.0,0.825,Prinsi,semi light,tannic,dry,acidic,Piemonte,North,North-west
1327,Mervisano Barbera d'Alba ,3.9,Barbera d'Alba,2011,163 ,0.58485,0.237799,0.023846099999999995,0.676923,Orlando Abrigo,semi bold,smooth,dry,acidic,Piemonte,North,North-west
1328,Toscana Santa Martina Rosso ,3.3,Toscana,2011,375 ,0.42081,0.36883200000000005,0.0035387000000000014,0.401254,Tenuta di Nozzole,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1329,Chianti Borghi D'Elsa ,3.5,Chianti,2011,83.50 ,0.40083399999999997,0.538343,0.0,0.6430859999999999,Melini,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1330,Oseleta ,4.2,Verona,2011,294.22 ,0.6627160000000001,0.42851300000000003,0.16274899999999998,0.28441700000000003,Zýmē,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1331,Tano Rosso Veronese ,3.6,Rosso Veronese,2011,115 ,0.5183979999999999,0.39411799999999997,0.11050900000000001,0.374343,Le Guaite di Noemi,semi light,semi smooth,dry,semi soft,Veneto,North,North-east
1332,Barolo Bricco Delle Viole ,4.3,Barolo,2011,931.07 ,0.5786209999999999,0.759968,0.023032300000000002,0.803888,G.D. Vajra,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1333,Rosso del Conte Contea di Sclafani Regaleali ,4.3,Terre Siciliane,2011,260.63 ,0.7935859999999999,0.38262500000000005,0.21965,0.264766,Tasca d'Almerita,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1334,Sansi Selezione ,4.5,Barbera d'Asti,2011,222.90 ,0.595926,0.207944,0.10304600000000001,0.645051,Scagliola,semi bold,smooth,dry,acidic,Piemonte,North,North-west
1335,Pietro Dal Cero Amarone della Valpolicella ,4.6,Amarone della Valpolicella,2011,595 ,0.801561,0.24962,0.45730699999999996,0.24059,Cà dei Frati,bold,smooth,sweet,semi soft,Veneto,North,North-east
1336,Brunello di Montalcino Beatrice ,4.6,Brunello di Montalcino,2011,638.72 ,0.46907,0.653837,0.093779,0.538721,Stella di Campalto,semi light,tannic,dry,semi acidic,Toscana,North,North-west
1337,Vie Cave Maremma Toscana ,4.2,Maremma Toscana,2011,116.20 ,0.43350700000000003,0.35621200000000003,0.121139,0.43422199999999994,Fattoria Aldobrandesca,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1338,Luna del Cacciatore ,3.2,Toscana,2011,61.35 ,0.505991,0.363663,0.0,0.396447,Fattoria il Canneto,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1339,Sangiovese ,3.3,Puglia,2011,89 ,0.730375,0.311575,0.22997499999999998,0.2303,Vignali Roccamora,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
1340,Bricco Colma Albarossa ,4.1,Monferrato,2011,273.36 ,0.636349,0.324247,0.07743399999999999,0.28822,Prunotto,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
1341,Amarone della Valpolicella La Coeta ,4.6,Amarone della Valpolicella,2011,255 ,0.8226390000000001,0.18858699999999998,0.43533299999999997,0.22236799999999998,Corte Lenguin,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1342,Rubio ,3.7,Toscana,2011,74.11 ,0.430186,0.378086,0.0137006,0.443829,Poggio San Polo,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1343,Leone Zardini Amarone della Valpolicella Riserva ,4.6,Amarone della Valpolicella,2011,439 ,0.758062,0.288985,0.47470399999999996,0.29133600000000004,Pietro Zardini,bold,smooth,sweet,semi soft,Veneto,North,North-east
1344,Campogadis Valpolicella Superiore ,4.6,Valpolicella,2011,252.51 ,0.581184,0.347976,0.173315,0.455439,Ernesto Ruffo,semi bold,semi smooth,semi dry,semi acidic,Veneto,North,North-east
1345,Tator Primitivo ,4.0,Salento,2011,123.45 ,0.676152,0.202526,0.45852600000000004,0.084048,Poggio le Volpi,semi bold,smooth,sweet,soft,Puglia,East,South-east
1346,Barolo Vigna Rionda Ester Canale ,4.6,Barolo,2011,2532.51 ,0.605966,0.825,0.0,0.825,Giovanni Rosso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
